"id","type_of_course","course_name","course_short_name","url_mask","enrollment_close_date","course_fee","course_duration","is_installment_facility","class_routine","is_new","is_featured","lms_course_id","status","exit_intent_id","old_pid","old_id","discarded","added_date","modified_date","mailchimp_interest_id","hide_from_list","show_new_refund_policy","new_refund_policy","refund_policy_tagline","show_freedownload_msg","freedownload_msg","show_freedownload_succ_msg","freedownload_succ_msg","is_new_welcome_email","new_welcome_email","freedownload_vdo_cnt","duration_type","show_type","time_interval","popup_id","ap_id","show_join_the_waitlist_msg","join_the_waitlist_msg","show_join_the_waitlist_succ_msg","join_the_waitlist_succ_msg","banner_short_information","show_govt_logo_cap","tags","ap_course_cat_id","welcome_call_required","payment_gateway","location_short_name","type_of_course_sec","show_govt_medhavi_logo"
"85","13","Remote freelancing and profile building program (UK)","Remote freelancing-UK","remote-freelancing-and-profile-building-program-uk","2025-05-15 23:59:00","750","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-09-27 15:47:16","2025-05-01 15:05:34",,"N","N","","","N","","N","","N","","","month","T","0","0","253","N","","N","","","N","Remote International Work","10","Y","Cashfree","UK",,"0"
"84","13","International Job Hunt Accelerator Program (UK)","Job Hunt Accelerator Program (UK)","international-job-hunt-accelerator-program-uk","2025-02-28 23:59:00","600","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-09-27 15:33:01","2025-02-18 16:02:20",,"N","N","","","N","","N","","N","","","month","T","0","0","252","N","","N","","","N","Remote International Work","10","Y","Cashfree","UK",,"0"
"83","13","Diploma in International Contract Negotiation, Drafting and Enforcement (UK)","Dip-International Contract Drafting (UK)","diploma-in-international-contract-negotiation-drafting-and-enforcement-uk","2025-05-31 23:59:00","750","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-09-27 14:56:31","2025-05-16 17:05:25",,"N","N","","","N","","N","","N","","","month","T","0","0","251","N","","N","","","N","Remote International Work","13","Y","Cashfree","UK",,"0"
"82","13","Crack The Solicitors Qualifying Examination (SQE 1) (UK)","TP-SQE","crack-the-solicitors-qualifying-examination-sqe-1-uk",,"1500 ","12","N","6-8hours/week","Y","N",,"A","204",,,"N","2024-09-27 14:04:29","2024-09-27 16:09:08",,"N","N","","","N","","N","","N","","","month","T","0","0","250","N","","N","","","N","Remote International Work","5","Y","Cashfree","UK",,"0"
"81","13","Strategic Operations Leadership for Digital Economy","Strategic operations leadership","strategic-operations-leadership-for-digital-economy","2025-04-30 15:38:00","66000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-09-22 06:08:22","2026-03-12 12:03:15",,"N","N","","","N","","N","","N","","","month","T","0","0","249","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","3"
"80","13","Strategic Business Analytics & Business Intelligence Mastery for Corporate Leaders","Job Assistance Course","master-business-analytics-with-job-assistance-course","2026-09-15 23:59:00","50000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-09-18 18:38:48","2026-08-21 19:08:30",,"N","N","","","N","","N","","N","","","month","T","0","0","248","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","0"
"79","13","Generative AI and Prompt Engineering (INA)","Generative AI-IN","generative-ai-and-prompt-engineering-ina","2025-07-15 23:59:00","63000","3","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-09-13 18:23:22","2025-07-01 13:07:44",,"N","N","","","N","","N","","N","","","month","T","0","0","247","N","","N","","","N","Remote International Work","11","Y","Cashfree","IN",,"0"
"78","13","Remote freelancing and profile building program (US)","Remote freelancing-US","remote-freelancing-and-profile-building-program-us","2025-05-15 23:59:00","755","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-09-13 17:50:31","2025-05-01 15:05:48",,"N","N","","","N","","N","","N","","","month","T","0","0","246","N","","N","","","N","Remote International Work","10","Y","Cashfree","US",,"0"
"77","13","Generative AI and Prompt Engineering (US)","Generative AI-US","generative-ai-and-prompt-engineering-us","2025-07-15 23:59:00","1499","3","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-09-13 17:30:08","2025-07-01 11:07:40",,"N","N","","","N","","N","","N","","","month","T","0","0","245","N","","N","","","N","Remote International Work","11","Y","Cashfree","US",,"0"
"76","13","Personal Branding Program for Corporate Leaders (US)","Personal Branding-US","personal-branding-program-for-corporate-leaders---us","2025-07-15 23:59:00","999","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-09-13 16:39:58","2025-07-01 10:07:28",,"N","N","","","N","","N","","N","","","month","T","0","0","244","N","","N","","","N","Remote International Work","10","Y","Cashfree","US",,"0"
"75","1","Test course for international USA","international usa","test-course-for-international-usa","2025-04-26 16:53:00","1","3","N","","N","N",,"A","204",,,"N","2024-08-29 17:46:29","2026-01-21 17:01:27",,"Y","N","","","N","","N","","N","","","month","T","0","0","243","N","","N","","","N","Remote International Work","1","N","Cashfree","US",,"3"
"74","13","Professional Certification Program in Data Analytics - OLD","Professional Data Analytics-INA","professional-certification-program-in-data-analytics","2024-08-27 15:00:00","79999","6","N","8-10 hours/week","Y","N",,"P","204",,,"N","2024-08-28 15:01:30","2024-09-25 14:09:49",,"Y","N","","","N","","N","","N","","","month","T","0","0","240","N","","N","","","N","Remote International Work","13","Y","Cashfree","IN",,"0"
"73","13","Executive Program in Data Science & A.I (UK)","Data Science & A.I-UK","executive-program-in-data-science--ai-uk","2024-08-29 16:08:00","3599","12","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-08-27 13:16:55","2024-08-30 16:08:57",,"N","N","","","N","","N","","N","","","month","T","0","0","241","N","","N","","","N","Remote International Work","1","Y","Cashfree","UK",,"0"
"72","13","Professional Certification in AI Driven Data Analytics (US)","Data Analytics US","professional-certification-program-in-data-analytics-us","2026-02-28 23:59:00","2499","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-08-27 13:16:32","2026-02-18 08:02:24",,"N","N","","","N","","N","","N","","","month","T","0","0","242","N","","N","","","N","Remote International Work","13","Y","Cashfree","US",,"0"
"71","13","Executive Program in Data Science & A.I (US)","data science ai-US","executive-program-in-data-science--ai-us",,"4499","12","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-08-27 12:46:23","2024-08-31 14:08:17",,"N","N","","","N","","N","","N","","","month","T","0","0","239","N","","N","","","N","Remote International Work","1","Y","Cashfree","US",,"0"
"70","13","Professional Certification in AI Driven Data Analytics (UK)","UK-Data Analytics","professional-certification-program-in-data-analytics-uk","2025-05-31 23:59:00","1999","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-08-23 18:40:24","2025-06-09 17:06:09",,"N","N","","","N","","N","","N","","","month","T","0","0","233","N","","N","","","N","Remote International Work","13","Y","Cashfree","UK",,"0"
"69","13","ROI-Driven Social Media Management & Digital Marketing","social media management & Digital Marketing","roi-driven-social-media-management-and-digital-marketing-using-video-design-and-infographics","2025-05-01 11:59:00","51000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-08-17 10:47:56","2026-01-22 18:01:14",,"N","N","","","N","","N","","N","","","month","T","0","0","238","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","0"
"68","13","Test course","copy Video & Visual Communication","copy-full-stack-video-design--graphics-content-creation--marketing","2024-07-11 23:59:00","51000","6","N","8-10 hours/week","Y","N",,"P","204",,,"N","2024-08-16 22:18:06","2024-08-16 22:08:59",,"N","N","","","N","","N","","N","","","month","T","0","0","237","N","","N","","","N","Remote International Work","13","Y","","IN",,"0"
"67","13","Professional Certification Program in Data Analytics - UK","Professional Data Analytics UK","professional-certification-program-in-data-analytics-uk",,"1999","6","N","","","",,"","204",,,"N","2024-08-16 17:27:13",,,"","","","","","","N","","","","","month","T","0","0","235","","","","","","","","13","","Cashfree","IN",,"0"
"66","13","Professional Certification Program in Data Analytics - UK","Professional Data Analytics UK","professional-certification-program-in-data-analytics-uk2",,"1999","6","N","8-10 hours/week","Y","N",,"P","204",,,"N","2024-08-16 17:26:56","2024-08-30 17:08:42",,"Y","N","","","N","","N","","N","","","month","T","0","0","235","N","","N","","Contact us : <b>+447463051541</b>","N","Remote International Work","13","Y","Cashfree","IN",,"0"
"65","13","Executive Program in Data Science & A.I - US","data science ai","executive-program-in-data-science--ai---us",,"3599","12","N","","Y","N",,"P","204",,,"N","2024-08-16 17:01:10","2024-08-30 17:08:44",,"Y","N","","","N","","N","","N","","","month","T","0","0","236","N","","N","","","N","Remote International Work","1","Y","Cashfree","IN",,"0"
"64","13","Executive Program in Data Science & A.I - UK","data science ai","executive-program-in-data-science--ai---uk",,"3599","12","N","","Y","N",,"P","204",,,"N","2024-08-16 17:01:00","2024-08-30 17:08:58",,"Y","N","","","N","","N","","N","","","month","T","0","0","234","N","","N","","Contact us : <b>+447463051541</b>","N","Remote International Work","1","Y","Cashfree","IN",,"0"
"63","13","(Test) Executive Program in  Data Science & A.I","data science ai","test-executive-program-in--data-science--ai",,"£3599","12","N","8-10 hours/week","Y","N",,"P","204",,,"N","2024-08-14 19:32:29","2024-08-16 16:08:23",,"Y","N","","","N","","N","","N","","","month","T","0","0","0","N","","N","","","Y","Remote International Work","1","Y","Cashfree","IN",,"1"
"62","13","Professional Certification Program in Data Science & A.I","Data Science & A.I - 6 Month","professional-certification-program-in-data-science--ai-us",,"50000","6","N","8-10 hours/week","Y","N",,"P","204",,,"N","2024-08-14 19:30:13","2024-08-16 17:08:40",,"N","N","","","N","","N","","N","","","month","T","0","0","233","N","","N","","","Y","Remote International Work","13","Y","Cashfree","IN",,"1"
"61","13","Professional Certification Program in Data Science & A.I (INA)","Professional Data Science & A.I-INA","professional-certification-program-in-data-science--ai-ina","2025-03-15 23:59:00","79999","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-08-14 18:54:29","2026-01-22 18:01:55",,"N","N","","","N","","N","","N","","","month","T","0","0","232","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"0"
"60","13","Executive Program in  Data Science & A.I (INA)","data science ai","executive-program-in--data-science--ai-ina","2026-09-15 23:59:00","159999","12","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-08-14 18:29:46","2026-08-21 19:08:39",,"N","N","","","N","","N","","N","","","month","T","0","0","231","N","","N","","","N","Remote International Work","1","Y","Cashfree","IN",,"0"
"59","13","(OLD) Generative AI and Prompt Engineering","Generative AI","generative-ai-and-prompt-engineering-1",,"1499","3","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-07-25 16:17:52","2024-10-11 17:10:43",,"Y","N","","","N","","N","","N","","","month","T","0","0","230","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"0"
"58","13","Personal Branding Program for Corporate Leaders - US/UK","Personal Branding-US","personal-branding-program-for-corporate-leaders---us-1",,"999","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-07-25 14:05:36","2024-09-13 18:09:38",,"Y","N","","","N","","N","","N","","","month","T","0","0","229","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"0"
"57","13","Training program on Zero to Success: For Aspiring Content Writers","aspiring content writers","training-program-on-zero-to-success-for-aspiring-content-writers","2025-01-15 23:59:00","51000","6","N","8-10hrs/week","Y","N",,"A","204",,,"N","2024-07-14 13:50:06","2026-01-22 18:01:34",,"N","N","","","N","","N","","N","","","month","T","0","0","228","N","","N","","","N","Remote International Work","13","Y","Cashfree","IN",,"0"
"56","13","Professional Certification Program in Data Analytics (OLD)","Data Analytics","professional-certification-program-in-data-analytics",,"4000","6","N","8-10 hours/week","Y","N",,"P","204",,,"N","2024-07-11 16:15:35","2024-09-25 14:09:28",,"Y","N","","","N","","N","","N","","","month","T","0","0","227","N","","N","","","N","Remote International Work","13","Y","Cashfree","IN",,"0"
"55","13","Video & Visual Communication for Business Growth & Problem-Solving","Video & Visual Communication","full-stack-video-design-graphics-content-creation-marketing","2025-05-01 23:59:00","51000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-06-29 15:10:02","2025-04-19 11:04:41",,"N","N","","","N","","N","","N","","","month","T","0","0","226","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","0"
"54","13","International Job Hunt Accelerator Program","Job Hunt Accelerator Program","international-job-hunt-accelerator-program","2026-01-31 23:59:00","63000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-06-28 14:09:31","2026-01-22 18:01:08",,"N","N","","","N","","N","","N","","","month","T","0","0","225","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"0"
"53","13","Technical Credibility and Profile-Building Program for Engineers","Technical Credibility and Profile-Building","technical-credibility-and-profile-building-program-for-engineers","2024-05-31 13:46:00","60000","6","N","8-10 hours/week","Y","N",,"P","204",,,"N","2024-06-01 13:47:08","2024-06-01 19:06:23",,"Y","N","","","N","","N","","N","","","month","T","0","0","224","N","","N","","","N","Remote International Work","13","Y","Cashfree","IN",,"0"
"52","13","Networking and Job Hunting Program for Engineers (Canada)","Job Hunting Program for Engineers","networking-and-job-hunting-program-for-engineers-canada","2024-06-16 12:59:00","60000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-06-01 13:44:26","2026-01-22 18:01:02",,"N","N","","","N","","N","","N","","","month","T","0","0","223","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"0"
"51","13","Immigration, Visa and PR Support program for Indian professionals moving to Canada","Immigration to Canada","immigration-visa-and-pr-support-program-for-indian-professionals-moving-to-canada","2024-08-15 23:59:00","60000","3","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-05-31 16:11:18","2026-01-22 18:01:22",,"N","N","","","N","","N","","N","","","month","T","0","0","222","N","","N","","","N","Remote International Work","11","Y","Cashfree","IN",,"0"
"50","13","Diploma in International Taxation and Transfer Pricing (from LawSikho)","LS-Intl. Tax & Transfer. Pricing","diploma-in-international-taxation-and-transfer-pricing-from-lawsikho","2024-05-20 17:20:00","60000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-05-21 17:29:17","2024-05-21 18:05:41",,"Y","N","","","N","","N","","N","","","month","T","0","0","221","N","","N","","","N","Remote International Work","13","Y","Cashfree","IN",,"0"
"49","13","Diploma in National Company Law Tribunal (NCLT) Litigation (from LawSikho)","LSD-NCLT","diploma-in-national-company-law-tribunal-nclt-litigation-from-lawsikho","2024-05-20 16:32:00","60000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-05-21 16:33:14","2024-05-21 17:05:20",,"Y","N","","","N","","N","","N","","","month","T","0","0","220","N","","N","","","N","Remote International Work","13","Y","Cashfree","IN",,"0"
"48","13","Training program on Using AI for Business Growth for Finance & Compliance Professionals","AI for Business Growth for Finance & Compliance Pr","training-program-on-using-ai-for-business-growth-for-finance--compliance-professionals","2025-09-15 23:59:00","66000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-05-18 18:30:14","2026-01-22 18:01:44",,"N","N","","","N","","N","","N","","","month","T","0","0","219","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"0"
"47","13","Executive Certificate Course on HR Analytics & Practical Applications for HR Leaders","EC-HR Analytics & Practical Applications","executive-certificate-course-on-hr-analytics--practical-applications-for-hr-leaders","2024-12-31 23:59:00","55000","3","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-04-20 23:37:01","2026-01-22 18:01:50",,"N","N","","","N","","N","","N","","","month","T","0","0","218","N","","N","","","N","Remote International Work","11","Y","Cashfree","IN",,"0"
"46","13","(Discontinued) Full Stack Video, Design & Graphics Content Creation & Marketing","Video, Design & Graphics","discontinued-full-stack-video-design--graphics-content-creation--marketing","2024-04-13 10:29:00","51000","6","N","8-10 hours/week","Y","N",,"P","204",,,"N","2024-04-14 10:00:13","2024-10-10 18:10:00",,"Y","N","","","N","","N","","N","","","month","T","0","0","217","N","","N","","","N","Remote International Work","13","Y","Cashfree","IN",,"0"
"45","13","Financial and Data Analytics","Financial and Data Analytics","financial-and-data-analytics","2025-12-31 23:59:00","63000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2024-03-17 10:36:29","2026-01-22 18:01:39",,"N","N","","","N","","N","","N","","","month","T","0","0","216","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","0"
"44","13","Diploma in ROI Driven Social Media Management and Digital Marketing Using Video, Design and Infographics","Content Creation Using Video, Design & Infographic","discontinued-diploma-in-roi-driven-social-media-management-and-digital-marketing-using-video-design-and-infographics","2024-06-25 00:59:00","51000","6","N","8-10 hours/week","Y","N",,"P","204",,,"N","2024-01-28 11:37:42","2024-08-18 18:08:20",,"N","N","","","N","","N","","N","","","month","T","0","0","215","N","","N","","","Y","Remote International Work","13","Y","Cashfree","IN",,"1"
"43","13","Privacy Technologist Training Program","Privacy Technologist Training Program","Privacy Technologist Training Program","2026-03-31 23:59:00","35000","3","N","8 hrs","Y","N",,"A","204",,,"N","2023-12-22 21:06:53","2026-03-17 12:03:49",,"N","N","","","N","","N","","N","","","month","T","0","0","214","N","","N","","","N","Remote International Work","16","Y","Cashfree","IN",,"0"
"42","13","Training Program in Information Security (ISO 27001) and Privacy Information Management Systems (ISO 27701): Lead Implementer and Lead Auditor","Training Program in Information Security","training-program-in-information-security-iso-27001-and-privacy-information-management-systems-iso-27701-lead-implementer-and-lead-audito","2025-08-31 23:59:00","60000","6","N","8 hrs","Y","N",,"A","204",,,"N","2023-12-22 20:45:41","2026-01-22 18:01:44",,"N","N","","","N","","N","","N","","","month","T","0","0","213","N","","N","","","N","Remote International Work","16","Y","Cashfree","IN",,"0"
"41","13","Indian Data Protection and Privacy Implementation, Compliance and Regulatory Work","Diploma-Indian Data Protection and Privacy","indian-data-protection-and-privacy-implementation-compliance-and-regulatory-work","2025-03-15 23:59:00","51000","6","N","8 hrs","Y","N",,"A","204",,,"N","2023-12-22 19:38:15","2026-01-22 18:01:40",,"N","N","","","N","","N","","N","","","month","T","0","0","212","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","0"
"40","13","Training program on Using AI for Business Growth - US","AI for Business Growth - US","training-program-on-using-ai-for-business-growth---us","2025-04-30 15:38:00","66000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-10-28 17:33:48","2025-05-01 15:05:09",,"N","N","","","N","","N","","N","","","month","T","0","0","211","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"0"
"39","13","OLD - Remote freelancing and profile building program-US/UK","Remote freelancing and profile building program-US","remote-freelancing-and-profile-building-program-us-1",,"63000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-10-28 16:50:53","2024-10-16 14:10:04",,"Y","N","","","N","","N","","N","","","month","T","0","0","210","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"0"
"38","13","Global Information Privacy Professional Certification Readiness Program (EU GDPR, US, Canada, Asia)","TP-CIPP","test-prep-course-for-certified-information-privacy-professional-exam-eu-gdpr-us-canada-and-asia","2025-05-31 23:59:00","51000","8","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-10-13 19:46:29","2026-01-22 18:01:26",,"N","N","","","N","","N","","N","","","month","T","0","0","209","N","","N","","","N","Remote International Work","16","Y","Cashfree","IN",,"0"
"37","13","Diploma in International Data Protection and Privacy Laws","Dip.-intl. data protection","diploma-in-international-data-protection-and-privacy-laws","2025-10-31 23:59:00","66000","1","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-10-13 18:52:33","2026-08-21 14:08:55",,"N","N","","","N","","N","","N","","","year","T","0","0","208","N","","N","","","N","Remote International Work","1","Y","Cashfree","IN",,"0"
"36","13","International Business Law","Dip-IBL","international-business-law","2025-01-15 23:59:00","66000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-09-01 16:06:26","2026-01-22 18:01:18",,"N","N","","","N","","N","","N","","","month","T","0","0","206","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","0"
"35","13","International Contract Negotiation, Drafting and Enforcement","Dip - International Contract Negotiation","international-contract-negotiation-drafting-and-enforcement","2024-07-31 23:59:00","69000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-08-31 21:46:39","2026-03-12 14:03:55",,"N","N","","","N","","N","","N","","","month","T","0","0","207","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","3"
"34","13","Independent Directors’ Professional Development Program","Independent Directors","training-program-to-crack-the-independent-directors’-exam","2023-08-18 13:31:00","63000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-08-19 13:32:11","2026-08-21 14:08:08",,"N","N","","","N","","N","","N","","","month","T","0","0","205","N","","N","","","N","Remote International Work","16","Y","Cashfree","IN",,"3"
"33","13","Content Marketing and Strategy","Dip.-Content Marketing and Strategy","content-marketing-and-strategy","2026-03-15 23:59:00","60000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-08-10 17:04:23","2026-03-03 11:03:44",,"N","N","","","N","","N","","N","","","month","T","0","0","204","Y","<h2><strong>Launch an international career as a Content Marketer in just 180 days! To learn more about the course</strong></h2>","Y","<h2><strong>Launch an international career as a Content Marketer in just 180 days!&nbsp;To learn more about the course</strong></h2>","Launch an international career as a Content Marketer in just 180 days!
To learn more about the course","N","Remote International Work","10","Y","Razorpay","IN","3","0"
"32","13","Test Course By Tech Team 4th Aug 2023","test-course-by-tech-team-4th-aug-2023","test-course-by-tech-team-4th-aug-2023","2023-08-03 13:32:00","200","6","N","","Y","N",,"P","204",,,"N","2023-08-04 13:33:51","2024-08-22 15:08:22",,"Y","N","","","N","","N","","N","","","month","T","0","0","202","N","","N","","","Y","Remote International Work","10","Y","Cashfree","UK",,"1"
"31","13","Training program on Using AI for Business Growth","AI for Business Growth","training-program-on-using-ai-for-business-growth","2026-08-15 23:59:00","66000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-08-03 20:03:21","2026-08-21 13:08:46",,"N","N","","","N","","N","","N","","","month","T","0","0","203","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"3"
"30","13","Executive Certificate Course in US Accounting and Bookkeeping","US Accounting and Bookkeeping","executive-certificate-course-in-us-accounting-and-bookkeeping","2025-07-31 23:59:00","66000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-08-03 16:55:45","2026-08-21 14:08:54",,"N","N","","","N","","N","","N","","","month","T","0","0","201","N","","N","","","N","Remote International Work","10","Y","Razorpay","IN",,"3"
"29","13","Test Course","Test Course","test-course","2026-12-31 15:18:00","1","3","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-06-08 20:13:32","2026-08-18 11:08:24",,"Y","N","","","N","","N","","N","","","month","T","0","0","200","N","","N","","","N","Remote International Work","1","Y","Cashfree","IN","6","3"
"28","13","Training Program on How to Use Generative AI for Career Growth for Senior Professionals","Generative AI for Career Growth for Senior Profess","training-program-on-how-to-use-generative-ai-for-career-growth-for-senior-professionals","2026-08-31 23:59:00","63000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-05-21 12:12:52","2026-08-21 19:08:14",,"N","N","","","N","","N","","N","","","month","T","0","0","199","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"0"
"27","13","Business Development and Client Communication for International Professionals and Remote Workers","Dip-Business Development","business-development-and-client-communication-for-international-professionals-and-remote-workers","2023-08-08 18:38:00","56250","6","N","","Y","N",,"A","204",,,"N","2023-05-20 13:30:23","2026-01-22 18:01:05",,"N","N","","","N","","N","","N","","","month","T","0","0","198","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","0"
"26","13","Business English Communication for International Professionals and Remote Workers","Dip-Business English","business-english-communication-for-international-professionals-and-remote-workers","2025-12-31 23:59:00","56250","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-04-28 20:04:45","2026-01-22 18:01:25",,"N","N","","","N","","N","","N","","","month","T","0","0","197","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","0"
"25","13","Corporate Finance and Investment Banking","Dip-Corp. Fin. & Invet. Banking","corporate-finance-and-investment-banking","2026-08-15 23:59:00","63000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-04-20 12:23:34","2026-08-10 12:08:56",,"N","N","","","N","","N","","N","","","month","T","0","0","196","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","3"
"24","13","US Tax Compliance","Dip.-US Tax Compliance","us-tax-compliance","2026-08-15 23:59:00","63000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-04-19 16:57:51","2026-08-21 14:08:10",,"N","N","","","N","","N","","N","","","month","T","0","0","195","N","","N","","","N","Remote International Work","13","Y","Razorpay","IN","3","3"
"23","13","US Corporate Compliance","Dip-US Corporate Compliance","us-corporate-compliance","2026-01-31 23:59:00","63000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-04-19 15:44:58","2026-01-22 18:01:50",,"N","N","","","N","","N","","N","","","month","T","0","0","194","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","0"
"22","13","Executive Certificate Course in US  Accounting and  Bookkeeping(3months)","EC-US Accounting and Bookkeeping","executive-certificate-course-in-us--accounting-and--bookkeeping3months","2023-05-07 23:59:00","35000","3","N","8-10 hours/week","Y","N",,"P","204",,,"N","2023-04-19 13:57:20","2023-08-08 17:08:12",,"N","N","","","N","","N","","N","","","month","T","0","0","193","N","","N","","","Y","Remote International Work","11","Y","Razorpay","IN",,"1"
"21","13","Diploma in Legal English Communication - oratory, writing, listening and accuracy (from LawSikho)","LawSikho - English","diploma-in-legal-english-communication---oratory-writing-listening-and-accuracy-from-lawsikho",,"50000","12","N","","Y","N",,"P","204",,,"N","2023-04-10 18:59:43","2023-04-10 19:04:05",,"Y","N","","","N","","N","","N","","","month","T","0","0","192","N","","N","","","N","Remote International Work","1","Y","Cashfree","IN",,"0"
"20","13","(3 months) Training program on Using AI for  Business  Growth","AI for Business Growth","3-months-training-program-on-using-ai-for--business--growth","2023-06-27 23:59:00","55400","3","N","8-10 hours/week","Y","N",,"P","204",,,"N","2023-03-23 12:42:56","2023-08-08 18:08:27",,"N","N","","","N","","N","","N","","","month","T","0","0","191","N","","N","","","Y","Remote International Work","11","Y","Cashfree","IN",,"1"
"19","13","Crack IBBI's Limited Insolvency Exam - Become an IRP and prepare for jobs in corporate sector, fintech startups and law firms","TP-IBBI","crack-ibbis-limited-insolvency-exam---become-an-irp-and-prepare-for-jobs-in-corporate-sector-fintech-startups-and-law-firms",,"35000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-03-16 17:09:11","2023-03-16 17:03:13",,"Y","N","","","N","","N","","N","","","month","T","0","0","190","N","","N","","","Y","Remote International Work","5","Y","Cashfree","IN",,"1"
"18","13","Certified Information Privacy Manager (CIPM) Competency Development Program","TP-CIPM","test-prep-course-for-cracking-certified-information-privacy-manager-cipm-exam","2025-08-31 23:59:00","35000","3","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-02-19 15:54:23","2026-01-22 18:01:12",,"N","N","","","N","","N","","N","","","month","T","0","0","189","N","","N","","","N","Remote International Work","11","Y","Cashfree","IN",,"0"
"17","13","Diploma in Corporate English Communication for IT Professionals, Software Engineers and Managers","Dip Corp. English","diploma-in-corporate-english-communication-for-it-professionals-and-software-developers","2023-02-11 23:59:00","56250","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-01-28 12:51:05","2023-04-28 20:04:45",,"Y","N","","","N","","N","","N","","","month","T","0","0","188","N","","N","","","N","Remote International Work","13","Y","Cashfree","IN",,"0"
"16","13","Executive Certificate Course in Corporate Governance for Directors and CXOs","EC-Corp. Gov.&CXos","executive-certificate-course-in-corporate-governance-for-directors-and-cxos","2026-09-15 23:59:00","66000","3","N","8-10 hours/week","Y","N",,"A","204",,,"N","2023-01-11 13:03:47","2026-08-21 19:08:07",,"N","N","","","N","","N","","N","","","month","T","0","0","187","N","","N","","","N","Remote International Work","11","Y","Cashfree","IN",,"0"
