"id","course_id","content_title","content_details","status","added_date","modified_date","show_more"
"71","12","Imagine","<ul>
	<li><span style=""color:#000000"">Become a strategic HR for sectors like startups, SaaS, blockchain, and AI in developed economies.</span></li>
	<li><span style=""color:#000000"">Guide global businesses in adhering to international labor and employment laws.</span></li>
	<li><span style=""color:#000000"">Facilitate the growth of international companies by hiring remote talent from developing countries.</span></li>
	<li><span style=""color:#000000"">Create and adjust employment policies and agreements to comply with various national laws.</span></li>
	<li><span style=""color:#000000"">Liaise with international lawyers to quickly address legal issues.</span></li>
	<li><span style=""color:#000000"">Access high-paying remote jobs that outearn local opportunities in developing nations.</span></li>
	<li><span style=""color:#000000"">Our 3-month course prepares you to handle global labor laws with just 2 hours of daily commitment.</span></li>
	<li><span style=""color:#000000"">Unlock the potential to work remotely and travel as you work.</span></li>
</ul>
","A","2022-12-27 17:33:23","2024-12-21 15:12:53","N"
"72","12","Key Highlights","<ul>
	<li><span style=""color:#000000"">Become a sought-after international labor law expert, working as a high-earning freelancer or strategic HR for startups in developed economies.</span></li>
	<li><span style=""color:#000000"">This course equips you with in-demand skills, no advanced degree required.</span></li>
	<li><span style=""color:#000000"">Gain opportunities for remote work and potential migration to high-income countries, allowing for a good work-life balance.</span></li>
	<li><span style=""color:#000000"">Complete the course in just 3 months with a daily commitment of 2 hours</span></li>
	<li><span style=""color:#000000"">Join over 10,000 professionals who&#39;ve leveraged our training to secure remote jobs worldwide&mdash;you could be next!</span></li>
</ul>
","A","2022-12-27 17:33:51","2026-01-31 16:01:33","N"
"73","12","Who should take this course?","<ul>
	<li><span style=""color:#000000"">Aspiring digital HR leaders targeting roles in developed economies.</span></li>
	<li><span style=""color:#000000"">HR consultants looking to serve international clients.</span></li>
	<li><span style=""color:#000000"">HR professionals aiming for migration to advanced economies.</span></li>
	<li><span style=""color:#000000"">Retired individuals seeking part-time HR or administrative roles.</span></li>
	<li><span style=""color:#000000"">HR managers in mid-level or unsatisfying jobs looking for advancement.</span></li>
	<li><span style=""color:#000000"">HR professionals in remote areas or those needing home-based work for personal reasons.</span></li>
	<li><span style=""color:#000000"">New HR graduates and students wanting financial independence.</span></li>
</ul>
","A","2022-12-27 17:34:15","2024-12-21 15:12:55","N"
"74","12","What is unique about this course?","<ul>
	<li><span style=""color:#000000"">Practical insights on creating profiles for remote and freelance jobs, emphasizing high-demand tasks.</span></li>
	<li><span style=""color:#000000"">Advanced knowledge in international labor laws tailored for strategic HR roles in global companies and startups.</span></li>
	<li><span style=""color:#000000"">Hands-on assignments based on real-world labor law scenarios.</span></li>
	<li><span style=""color:#000000"">Reach expertise comparable to a strategic HR or CHRO with five years&#39; experience by course completion.</span></li>
	<li><span style=""color:#000000"">Comprehensive placement support: job sourcing, proposal writing, social media strategies, and interview preparation.</span></li>
	<li><span style=""color:#000000"">Launch a rewarding career in just three months with dedicated effort.</span></li>
</ul>
","A","2022-12-27 17:36:05","2024-12-21 16:12:32","N"
"75","12","Money-back guarantee","<p>If you take this course, follow it diligently for a month, do all the exercises but still do not find value in it, or not able to understand or follow it or not find it good for any reason, we will refund the entire course fee to you. It is a 100% money-back guarantee with only one condition, you must pursue it properly for a month. If you don&rsquo;t find it valuable after that, get your entire money back.</p>

<p style=""text-align: center;""><a class=""btn btn-red"" href=""https://skillarbitra.ge/refund-policy"" style=""text-align: center;"">View Refund Policy</a></p>
","A","2022-12-27 17:36:32",\N,"N"
"76","12","Training Methodology","<section class=""training"">
<div class=""row "">
<div class=""col-12 col-md-6""><img src=""https://lawsikho.com//images/course-details/online24-7access.png"" />
<div>
<h6>Online 24/7 access</h6>

<p>Utilize an online learning management system, available via Android and iOS apps, for basic study materials.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/practical-exercises.png "" />
<div>
<h6>Practical Exercises</h6>

<p>Complete two practical exercises weekly, receiving written feedback on each submission.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/live_online_class.png"" />
<div>
<h6>Live Online Classes</h6>

<p>Engage in live, video-based classes to discuss exercises, ask questions, and receive personal feedback. Classes are scheduled after regular work hours, typically on Sunday afternoons or weeknights from 8-9 PM.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/live-doubt-clearing.png "" />
<div>
<h6>Live Doubt Clearing</h6>

<p>Address queries and clear doubts both live and through online forums.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/class-timings.png "" />
<div>
<h6>Placement</h6>

<p>Get help securing job and internship opportunities, along with assistance in finding freelancing projects.</p>
</div>
</div>
</div>
</section>
","A","2022-12-27 17:38:31","2026-08-03 18:08:33","N"
"77","12","Freelance opportunities & Placement Support","<p>Many employers, law firms and companies are happy to recruit our high performing students.&nbsp;</p>

<p>If you do well in your exercises and classes, we can help you to get freelance projects, jobs, internships and assessment internships in good law firms, with renowned lawyers as well as in various companies and rising startups.&nbsp;</p>

<p>We will guide you on how to improve your profile through various career development sessions over the duration of the course. Such career development sessions are aimed at improving your CV and profile on LinkedIn and freelancing platforms to increase your reach to the potential recruiters or clients, interview skills (including mock interviews), provide guidance on the application process, and even on how to start your own consultancy practice.</p>

<p>You can also schedule one on one consultations with our placement cell.</p>

<p>Our mentorship helps students to avoid running in the rat race behind the regular job openings; rather we help them design their own path based on their personal interests.</p>

<p>We share multiple and diverse client opportunities with our pool of practising advocates on a daily basis. Our references have helped several advocates really scale up their practice. The opportunities range from drafting policies and employment agreements, performance management to handling complete human resources of an organisation as an digital strategic HR leader.</p>
","A","2022-12-27 17:38:54","2024-10-21 18:10:53","N"
"78","12","Certificate","<style type=""text/css"">/* ── SECTION WRAPPER ─────────────────────────────────────── */
   .cert-section {
    max-width: 100%;
    width: 100%;
    margin: auto;
    padding: 10px 0px 10px;
}
    /* ── 1. HEADLINE ─────────────────────────────────────────── */
    .cert-section__headline {
          color: #1a1f36;
          font-size: 1.8rem !important;
          font-style: normal;
          font-weight: 800;
          line-height: 1.35;
          margin-bottom: 24px;
          margin-left: auto;
          margin-right: auto;
    text-align: left;
    }

    .cert-section__headline span {
      color: #2941ba;
    font-size: 1.8rem;
    font-weight: 800;
    }

    /* ── 2. GST HIGHLIGHT BANNER ─────────────────────────────── */
    .gst-banner {
      background: linear-gradient(135deg,#1e3a8a 0,#1749b2 100%);
      border-radius: 14px;
      padding: 20px 28px;
      display: flex;
      align-items: flex-start;
      gap: 16px;
      margin-bottom: 32px;
      box-shadow: 0 6px 28px rgba(59,79,228,.22);
      position: relative;
      overflow: hidden;
      @media(max-width:575px) {
    padding: 20px 15px;
  }
    }
@media(max-width:575px) {
.cert-section__headline span {
    font-size: 1.4rem;
}
.cert-section {
    padding: 10px 0px 0px;
}
.cert-content .cta-btn {
font-size: 1rem;
}
.cert-section__headline {
    color: #1a1f36;
    font-size: 1.4rem !important;
    font-style: normal;
}
}

    /* subtle pattern overlay */
    .gst-banner::before {
      content: '';
      position: absolute;
      top: -30px; right: -30px;
      width: 160px; height: 160px;
      border-radius: 50%;
      background: rgba(255,255,255,.06);
    }

    .gst-banner::after {
      content: '';
      position: absolute;
      bottom: -40px; right: 80px;
      width: 120px; height: 120px;
      border-radius: 50%;
      background: rgba(255,255,255,.05);
    }

    .gst-icon {
      background: rgba(255,255,255,.18);
      border-radius: 10px;
      width: 44px;
      height: 44px;
      display: flex;
      align-items: center;
      justify-content: center;
      font-size: 22px;
      flex-shrink: 0;
      margin-top: 2px;
      @media(max-width:575px) {
        display: none;
      }
    }

    .gst-text {
      flex: 1;
text-align: left;
    }

    .gst-text__label {
      font-size: 12px;
      font-weight: 700;
      letter-spacing: 1.2px;
      text-transform: uppercase;
      color: rgba(255,255,255,.7);
      margin-bottom: 5px;
    }

    .gst-text .gst-text__body {
    font-size: 18px !important;
    font-weight: 500;
    color: #fff;
text-align: left;
    line-height: normal !important;
}
.cert-content h3 {
    font-size: 22px;
    line-height: normal;
    font-weight: 600;
}

    .gst-text__body strong {
      font-weight: 700;
      color: #fde68a;
    }

    /* ── 3. FULL-WIDTH CONTENT ───────────────────────────────── */
    .cert-cols {
      display: block;
    }

    .cert-content {
    text-align: left;
}

    .cert-content__logos {
      justify-content: center;
    }

    .cert-content__body {
      margin-bottom: 28px;
    }


    .cert-content__logos {
      display: flex;
      align-items: center;
      gap: 10px;
      flex-wrap: wrap;
      margin-bottom: 20px;
    }

    .logo-chip {
      display: inline-flex;
      align-items: center;
      gap: 6px;
      background: #fff;
      border: 1.5px solid #dde1f5;
      border-radius: 8px;
      padding: 5px 12px;
      font-size: 11.5px;
      font-weight: 700;
      color: #1a1f36;
      letter-spacing: .3px;
    }

    .logo-chip--blue { border-color: #3b4fe4; color: #3b4fe4; }
    .logo-chip--orange { border-color: #f97316; color: #f97316; }

    .cert-cols .cert-content .cert-content__body {
    font-size: 20px !important;
    color: #444c65;
    line-height: normal !important;
    margin-left: 0;
    margin-right: 0;
    @media(max-width:575px) {
    font-size: 16px !important;
  }
}

    .cert-content__body strong {
      color: #1a1f36;
      font-weight: 700;
    }

    /* CTA button */
    .cert-content .cta-btn {
      display: inline-flex;
      align-items: center;
      gap: 8px;
      background: #2941ba;
      color: #fff !important;
      font-family: 'Poppins', sans-serif;
      font-size: 16px;
      font-weight: 600;
      padding: 13px 24px;
      border-radius: 10px;
      text-decoration: none;
      border: none;
      cursor: pointer;
      transition: background .18s, transform .18s, box-shadow .18s;
      margin: 0 auto;
    }

    .cert-content .cta-btn:hover {
      background: #223596;
      color: #fff;
      transform: translateY(-2px);
    }

    .cert-content .cta-btn svg { width: 16px; height: 16px; flex-shrink: 0; }
</style>
<section class=""cert-section""><!-- 1. HEADLINE -->
<h2 class=""cert-section__headline"">Get <span>Skill India + NSDC</span> certified through the awarding body Medhavi Skills University.</h2>
<!-- 2. GST HIGHLIGHT BANNER --><!-- 3. TWO-COLUMN -->

<div class=""cert-cols""><!-- LEFT: Content -->
<div class=""cert-content"">
<p class=""cert-content__body"">Get certified under the <strong>Skill India Mission.</strong> Our learners are eligible for <strong>NSDC &amp; Skill India</strong> certification on course completion through the awarding body Medhavi Skills University.</p>

<h3>Sample Certificate</h3>

<div style=""margin-bottom: 20px;text-align: left;""><img alt=""Certificate"" src=""https://skillarbitra-backend-production.s3.amazonaws.com/assets/uploads/media-library/certificateskill-1771503259.jpg"" /></div>
<a class=""cta-btn"" href=""https://skillarbitra.ge/certification-standards"">Explore Certification Standards </a></div>
</div>
</section>
","A","2022-12-27 18:02:08","2026-03-12 14:03:57","N"
"79","13","Introduction","<p><span style=""color:#000000"">Are you an HR professional seeking advanced management roles, looking to move abroad, or wanting to work as a digital nomad but unsure of your options?</span></p>

<p><span style=""color:#000000"">Maybe you&#39;re an HR student, a retired HR professional looking for side income, or a parent wanting to balance family time with career ambitions.</span></p>

<p><span style=""color:#000000"">If you&#39;re in a stagnant job, or HR opportunities in your area are dwindling, you might be considering the freelance market.</span></p>

<p><span style=""color:#000000"">Are you dealing with international labor issues or sexual harassment cases in your workplace, struggling to understand the legal advice, or needing to familiarize yourself with SH laws for better coordination?</span></p>

<p><span style=""color:#000000"">Perhaps you&#39;re an existing or aspiring HR consultant eager to expand your services and increase profitability.</span></p>

<p><span style=""color:#000000"">If you&#39;re overwhelmed by complex challenges at work without proper training, or if you&#39;ve been told that only HRs from top B-schools can achieve rapid growth or work with international companies, let&#39;s talk about your next steps.</span></p>
","A","2022-12-28 12:44:44","2025-06-24 14:06:31","N"
"80","13","Key Highlights","<ul>
	<li><span style=""color:#000000"">Build your profile as an international expert in sexual harassment at the workplace and secure high-paying freelance roles or strategic HR positions with fast-growing startups in developed economies.</span></li>
	<li><span style=""color:#000000"">You don&rsquo;t need to be from a tech background or a top B-School to succeed; this course equips you with highly sought-after skills.</span></li>
	<li><span style=""color:#000000"">Gain assistance in finding freelance, remote jobs, or even opportunities to migrate to countries like the US or UK, balancing a rewarding career with family time or travel.</span></li>
	<li><span style=""color:#000000"">Learn to create a compelling professional profile that attracts fast-growing startups and digital businesses, positioning you as a strategic HR and expert in workplace sexual harassment.</span></li>
	<li><span style=""color:#000000"">Acquire essential skills in just 3 months with a focus on Indian POSH law as a foundation for understanding international sexual harassment laws.</span></li>
	<li><span style=""color:#000000"">Commit just 2 hours a day for 3 months to master these skills.</span></li>
	<li><span style=""color:#000000"">Join over 10,000 individuals who have leveraged our training to secure remote jobs and freelance opportunities globally. You could be our next success story!</span></li>
</ul>
","A","2022-12-28 12:45:11","2026-01-31 16:01:00","N"
"81","13","Who should take this course?","<ul>
	<li><span style=""color:#000000"">Aspiring HRs looking to work with startups or expand globally, including those planning to migrate.</span></li>
	<li><span style=""color:#000000"">Retired and home-based HR professionals seeking part-time roles, especially in sexual harassment.</span></li>
	<li><span style=""color:#000000"">HR managers in dead-end jobs or small towns seeking independent, remote opportunities.</span></li>
	<li><span style=""color:#000000"">Fresh HR graduates and students aiming for financial independence through freelance HR roles.</span></li>
</ul>
","A","2022-12-28 12:45:37","2024-12-15 13:12:53","N"
"82","13","What is unique about this course?","<ul>
	<li><span style=""color:#000000"">This is a very practical course - You&#39;ll obtain useful insights.on creating amazing profile to get remote and freelance opportunities hands on by experts who have helped thousands of students to do so</span></li>
	<li><span style=""color:#000000"">We will train you to identify and show the most high demand tasks in your profile so that you can hit the ground running</span></li>
	<li><span style=""color:#000000"">You will become a trained expert having in-depth knowledge of international sexual harassment laws</span></li>
	<li><span style=""color:#000000"">The course is not limited to a provision-by-provision study of some statutes and associated case laws.&nbsp;</span></li>
	<li><span style=""color:#000000"">The course trains you on different kinds of actual work that is required to be performed by strategic HRs, HR managers, CHROs, freelance HRs, HR consultants, etc working with MNCs in India and startups in high growth sectors throughout the world.</span></li>
	<li><span style=""color:#000000"">You will get to practise real international sexual harassment at work place related work through practical assignments based on real life work in various countries</span></li>
	<li><span style=""color:#000000"">After finishing the course, you will know as much practical knowledge as a strategic HR/ CHRO working at a top international startup would be expected to have after a 5 years of experience.&nbsp;</span></li>
	<li><span style=""color:#000000"">You get massive placement support - we help you to source jobs, apply for them, write great proposals, use social media for finding opportunities, building a track record, and even train you for interviews</span></li>
	<li><span style=""color:#000000"">If you work hard, we will help you to embark on an exciting and well paid career in next 3 months</span></li>
</ul>
","A","2022-12-28 12:46:02","2024-10-25 17:10:52","N"
"83","13","Money-back guarantee","<p>If you take this course, follow it diligently for a month, attend all the classes, do all the exercises but still do not find value in it, or not able to understand or follow it or not find it good for any reason, we will refund the entire course fee to you. It is a 100% money-back guarantee with only one condition, you must pursue it properly for a month. If you don&rsquo;t find it valuable after that, get your entire money back.</p>

<p style=""text-align: center;""><a class=""btn btn-red"" href=""https://skillarbitra.ge/refund-policy"" style=""text-align: center;"">View Refund Policy</a></p>
","A","2022-12-28 12:46:30","2023-01-11 14:01:20","N"
"84","13","Training Methodology","<section class=""training"">
<div class=""row "">
<div class=""col-12 col-md-6""><img src=""https://lawsikho.com//images/course-details/online24-7access.png"" />
<div>
<h6>Online 24/7 access</h6>

<p>Access basic study materials anytime via an online learning system and mobile apps.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/practical-exercises.png "" />
<div>
<h6>Practical Exercises</h6>

<p>Complete two practical exercises weekly, with written feedback provided on your submissions.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/live_online_class.png"" />
<div>
<h6>Live Online Classes</h6>

<p>Attend live video classes to ask questions, share your screen, and receive personal feedback based on the exercises.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/class-timings.png "" />
<div>
<h6>Convenient Class timings</h6>

<p>Classes are scheduled after work hours, typically on Sunday afternoons or weekday evenings from 8-9 PM.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/live-doubt-clearing.png"" />
<div>
<h6>Live Doubt Clearing</h6>

<p>Address your questions and clear doubts live or through online forums.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/class-timings.png "" />
<div>
<h6>Placement</h6>

<p>Receive assistance with job and internship placements, as well as support in securing freelancing opportunities.</p>
</div>
</div>
</div>
</section>
","A","2022-12-28 12:47:01","2026-08-03 18:08:46","N"
"85","13","Freelance opportunities & Placement Support","<ul>
	<li><span style=""color:#000000""><strong>Freelance &amp; Placement Support:</strong> Excel in coursework to access job, internship, and freelance opportunities with top firms and startups.</span></li>
	<li><span style=""color:#000000""><strong>Career Development: </strong>Boost your CV and interview skills in our sessions, and get guidance on starting your consultancy.</span></li>
	<li><span style=""color:#000000""><strong>Personalized Consultations:</strong> Customize your career path with one-on-one placement meetings.</span></li>
	<li><span style=""color:#000000""><strong>Diverse Opportunities:</strong> Access daily client tasks ranging from policy drafting to complete HR management.</span></li>
</ul>
","A","2022-12-28 12:48:57","2024-12-15 13:12:29","N"
"86","13","Certificate","<p>This course is recognized by the National Skill Development Corporation, a PPP under the Ministry of Skill Development and Entrepreneurship of the Government of India and Skill India. You will receive a certificate co-branded by NSDC and Skill India on successful completion.</p>

<p>This is how the certificate from NSDC and Skill India will look as per the current applicable format (may change as per the approval authorities):</p>

<p><img alt=""screenshot"" src=""https://skillarbitra-backend-production.s3.amazonaws.com/assets/uploads/media-library/sa-sample-nsdc-1764000558.png"" /></p>
","P","2022-12-28 12:49:26","2026-01-22 21:01:50","N"
"87","14","Introduction","<p style=""text-align: justify;"">Are you an HR Manager? Do you want to identify ways to take up additional opportunities at work and grow?&nbsp;</p>

<p style=""text-align: justify;"">Do you want to use advanced legal skill sets to shift to senior positions, newer jobs or to other industries?&nbsp;</p>

<p style=""text-align: justify;"">Are you struggling to work with external labour consultants? Is it difficult to understand the logic behind their advice? Do you feel the need to understand labour laws yourself to coordinate more effectively?</p>

<p style=""text-align: justify;"">Do you feel that advanced legal knowledge would enable you to work more effectively?&nbsp;</p>

<p style=""text-align: justify;"">Do you want to be able to deal with labour inspections, disciplinary proceedings, trade unions and drafting work? Do you want to assist the management in employment and labour-related legal proceedings?</p>

<p style=""text-align: justify;"">Are you an HR consultant (or do you want to become one)? Do you want to add new and highly profitable services to offer your clients? Apart from compliance work, do you feel that legal knowledge, drafting skills, and understanding of industrial disputes will help you?</p>
","A","2022-12-28 13:31:51",\N,"N"
"88","14","Why is it necessary for HR managers and HR consultants to learn labour, industrial & employment laws?","<h4 style=""text-align: justify;""><span style=""color:#000000""><strong>#1 - In-house legal teams are not always accessible to resolve everyday legal challenges</span></strong></h4>

<p style=""text-align: justify;""><span style=""color:#000000"">In-house legal and secretarial teams are not expected to be hands-on with respect to legal challenges faced by HR managers on an everyday basis. Unless there is an issue that has blown out of proportion and escalated to the legal team, they do not get involved. Everyday work is in the hands of HR managers working in the area of payroll, IR/ ER. They need to have detailed knowledge of labour &amp; employment laws and understand the legal implications of their actions.&nbsp; &nbsp; &nbsp;&nbsp;</span></p>

<h4 style=""text-align: justify;""><span style=""color:#000000""><strong>#2 - &lsquo;Blind&rsquo; dependence on external consultants is not the best way to address long-term risks</span></strong></h4>

<p style=""text-align: justify;""><span style=""color:#000000"">On a small scale, labour issues related to compliance, inspections, etc. can be outsourced to external consultants as a &lsquo;band aid&rsquo; to deal with violations. However, as organizations grow, hands-on knowledge of the legal issues with in-house teams leads to better outcomes.&nbsp;&nbsp;</span></p>

<h4 style=""text-align: justify;""><span style=""color:#000000""><strong>#3 - Mistakes can prove expensive, leading to the risk of imprisonment for directors, huge fines, compensation, inspections and reputational danger</span></strong></h4>

<p style=""text-align: justify;""><span style=""color:#000000"">Several labour laws prescribe imprisonment of senior-level managers and directors for violation. Similarly, improperly conducting termination proceedings can lead to expensive legal claims, compensation and even adverse reputational consequences. This is especially likely if the exiting team member has been disgruntled, angry or vengeful.&nbsp;</span></p>

<h4 style=""text-align: justify;""><span style=""color:#000000""><strong>#4 - Everyday work and decision-making requires legal insights</span></strong></h4>

<p style=""text-align: justify;""><span style=""color:#000000"">An HR manager needs to use legal insights in everyday tasks, such as:&nbsp;</span></p>

<ul>
	<li style=""text-align: justify;""><span style=""color:#000000"">Creation of appointment letters, drafting various HR and employment policies&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Compliance with various labour legislations</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Drafting employment agreements,&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Conducting internal training</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Drafting standing orders and amendments,&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Drafting letters to contractors,&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Conduct of disciplinary proceedings</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Drafting various notice and orders for disciplinary proceedings, such as order of suspension, dismissal, etc.&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Protection of data theft and organizational equipment, preparation of exit-memos</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Maintenance of a documentary trail</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Inspection-preparedness&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Response to notices from statutory authorities</span></li>
</ul>

<p style=""text-align: justify;""><span style=""color:#000000"">These tasks require a certain command of legal knowledge, insights and drafting skills, otherwise, an HR manager will struggle.</span></p>

<h4 style=""text-align: justify;""><span style=""color:#000000""><strong>#5 - Unionized industries require specialized legal knowledge</span></strong></h4>

<p style=""text-align: justify;""><span style=""color:#000000"">In unionized industries, the risk of labour unrest is very high. Hence, HR managers need to be especially careful that they do not make legal mistakes.&nbsp;</span></p>

<p style=""text-align: justify;""><span style=""color:#000000"">Their main areas of work include:&nbsp;</span></p>

<ul>
	<li style=""text-align: justify;""><span style=""color:#000000"">Collective bargaining negotiations, bipartite and tripartite settlement agreements, conciliation before the labour commissioner,&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Preparation of evidence and document trail for litigation,&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Representation of management in industrial courts and labour tribunals,&nbsp;&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Issues related to trade union recognition and strikes, etc.&nbsp;</span></li>
</ul>

<p style=""text-align: justify;""><span style=""color:#000000"">Knowledge of retrenchment, termination, change of terms and conditions, drafting of settlement agreements, representation in legal proceedings before labour courts and industrial tribunals is very important to be able to deal with these situations effectively.&nbsp;&nbsp;</span></p>

<p style=""text-align: justify;""><span style=""color:#000000"">These are heavily regulated and technical matters, requiring legal knowledge and drafting skills.&nbsp;</span></p>

<h4 style=""text-align: justify;""><span style=""color:#000000""><strong>#6 - Service sector organizations need continuous employment law-related assistance owing to increased regulations&nbsp;</span></strong></h4>

<p style=""text-align: justify;""><span style=""color:#000000"">Earlier,&nbsp; labour laws primarily affected the manufacturing sector, and even enforcement was often lax. The focus was on managing inspections and basic compliance. Litigation or arbitration between employers and employees used to be very rare in the private sector. The private sector was small. Today, the service sector, including the IT industry, is heavily impacted by serious laws such as the anti-sexual harassment law, maternity benefits amendment, the four labour codes, whistleblower law, anti-bribery law, data protection law and CSR.&nbsp;&nbsp;</span></p>
","A","2022-12-28 13:32:41","2025-06-24 14:06:27","N"
"89","14","However, they face the following challenges...","<h4 style=""text-align: justify;""><span style=""color:#000000""><strong>#1 - Labour law framework in India is very complex and unclear</strong>&nbsp;</span></h4>

<p style=""text-align: justify;""><span style=""color:#000000"">Labour laws in India are technical. There are several overlaps in labour laws, confusion about which labour law is applicable when. At times, both Central and State Governments have passed rules on a particular issue. For HR managers, and sometimes even for lawyers, it becomes difficult to identify which law applies to a particular real-life situation.</span></p>

<p style=""text-align: justify;""><span style=""color:#000000"">The position from state to state also varies. It is difficult to understand the provisions as well, and HR managers have to often blindly rely on an external consultant&rsquo;s view, without knowing the reasons for it.</span></p>

<h4 style=""text-align: justify;""><span style=""color:#000000""><strong>#2 - Frequent amendments and changes require constant up-gradation of skills&nbsp;</span></strong></h4>

<p style=""text-align: justify;""><span style=""color:#000000"">Frequent amendments and clarifications require HR managers to stay on top of the latest position from time to time. For example:&nbsp;</span></p>

<ul>
	<li style=""text-align: justify;""><span style=""color:#000000""><strong>COVID-19 lockdown</strong> brought a series of changes that made it difficult to downsize or reduce the wages of employees during the lockdown. Then, there was a U-turn with exemptions from specific labour law provisions altogether in certain states, and keeping track of it was difficult for someone who was not trained in navigating the legal framework already.&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Proposal to introduce four <strong>new Labour Codes</strong> (Code on Wages, Industrial Relations Code, Code on Social Security and Occupational Safety, Health and Working Conditions Code) require HR managers to be prepared with upcoming changes in the law.&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000""><strong>Amendment to the Maternity Benefits Act</strong>, requiring 6 months of maternity benefit to be given, requires HR managers in both the service sector and manufacturing sector to increase compliance.&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Passing of the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013 or <strong>POSH Act, 2013</strong>, the occurrence of the #metoo movement and increase in complaints has led to a focus on implementation.</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000""><strong>Other notifications</strong> such as the increase in the threshold of the Payment of Wages Act,&nbsp; clarifications from EPFO or to the ESI scheme, etc. frequently impact the everyday work of HR managers.</span></li>
</ul>

<p style=""text-align: justify;""><span style=""color:#000000"">HR managers need to understand labour laws in a fairly advanced manner to execute everyday decisions correctly.</span></p>

<h4 style=""text-align: justify;""><span style=""color:#000000""><strong># 3 - B-School learning and MBA degree materials are cramming-oriented and cannot be applied to real-life scenarios</span></strong></h4>

<p style=""text-align: justify;""><span style=""color:#000000"">Those who study labour laws in their MBA (HR) course, cram some provisions of the statutes and names of the forms but find it difficult to retain and apply this learning to real-life scenarios. Teaching is mostly full of jargon and non-relatable. Except for basic payroll-related work, HR managers do not find the learning from MBA courses to be useful for the performance of real-life tasks.&nbsp;&nbsp;</span></p>

<h4 style=""text-align: justify;""><span style=""color:#000000""><strong># 4 - Learning drafting skills is difficult</span></strong></h4>

<p style=""text-align: justify;""><span style=""color:#000000"">Drafting skills are crucial for performing everyday tasks. Drafting errors can have legal consequences and increase risks or costs for the organization.&nbsp;</span></p>

<p style=""text-align: justify;""><span style=""color:#000000"">Some of the consequences of bad drafting are explained below:</span></p>

<ul>
	<li style=""text-align: justify;""><span style=""color:#000000"">Erroneous drafting of employment contracts or HR policies can lead to failure in protecting the organization&rsquo;s interest.&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Failure to effectively respond to show-cause notices from labour inspectors can lead to their initiating criminal proceedings.&nbsp;&nbsp;</span></li>
	<li style=""text-align: justify;""><span style=""color:#000000"">Incorrect drafting of documents related to disciplinary proceedings can lead to setting aside a dismissal order, reinstatement with back wages, or compensation claims by employees.</span></li>
</ul>

<p style=""text-align: justify;""><span style=""color:#000000"">These are merely some examples of documents drafted by HR managers. The real list is much longer.</span></p>

<p style=""text-align: justify;""><span style=""color:#000000"">These drafting skills are not taught in MBA courses, the Company Secretary course, or even in law schools.</span></p>
","A","2022-12-28 13:33:10","2025-06-24 14:06:57","N"
